supplier_id,name,lead_time_mean,lead_time_std,defect_rate,late_shipments_rate,financial_score,risk_label_numeric
S0408,Supplier R,9.43,4.15,0.098,0.215,0.835,0.269
S0409,Supplier S,10.48,2.79,0.124,0.16,0.703,0.308
S0410,Supplier T,12.06,4.12,0.101,0.108,0.756,0.277
S0411,Supplier U,12.85,2.47,0.128,0.033,0.856,0.236
S0412,Supplier V,5.5,2.48,0.142,0.176,0.764,0.253
S0413,Supplier W,3.86,2.24,0.048,0.095,0.769,0.165
S0414,Supplier X,15.11,3.88,0.034,0.128,0.874,0.254
S0415,Supplier Y,11.33,2.29,0.078,0.177,0.969,0.224
S0416,Supplier Z,7.01,3.64,0.108,0.23,0.626,0.317
S0417,Supplier A,16.2,2.62,0.042,0.21,0.746,0.339
S0418,Supplier B,10.46,1.02,0.011,0.124,0.452,0.323
S0419,Supplier C,14.72,2.43,0.058,0.109,0.615,0.329
S0420,Supplier D,10.27,1.82,0.146,0.075,0.647,0.297
S0421,Supplier E,18.24,3.03,0.107,0.106,0.901,0.297
S0422,Supplier F,17.02,1.81,0.066,0.046,0.708,0.302
S0423,Supplier G,9.0,3.93,0.037,0.243,0.839,0.251
S0424,Supplier H,13.89,2.91,0.06,0.152,0.411,0.4
S0425,Supplier I,12.58,2.82,0.034,0.049,0.679,0.255
S0426,Supplier J,15.47,3.66,0.025,0.101,0.941,0.223
S0427,Supplier K,6.14,3.96,0.137,0.146,0.535,0.314
S0428,Supplier L,12.74,2.98,0.15,0.143,0.419,0.419
S0429,Supplier M,14.23,2.23,0.033,0.028,0.66,0.269
S0430,Supplier N,2.97,1.23,0.018,0.239,0.823,0.185
S0431,Supplier O,5.27,2.31,0.056,0.083,0.673,0.207
S0432,Supplier P,2.0,2.38,0.075,0.024,0.676,0.157
S0433,Supplier Q,8.92,3.11,0.039,0.038,0.802,0.179
S0434,Supplier R,12.87,2.65,0.052,0.153,0.553,0.345
S0435,Supplier S,16.01,3.69,0.038,0.052,0.851,0.241
S0436,Supplier T,10.3,2.39,0.118,0.03,0.492,0.315
S0437,Supplier U,16.51,2.94,0.11,0.107,0.637,0.361
S0438,Supplier V,4.48,4.18,0.099,0.163,0.794,0.212
S0439,Supplier W,3.19,3.34,0.064,0.046,0.897,0.107
S0440,Supplier X,9.78,2.94,0.137,0.092,0.875,0.227
S0441,Supplier Y,11.54,2.4,0.146,0.116,0.833,0.27
S0442,Supplier Z,9.87,2.37,0.034,0.057,0.615,0.25
S0443,Supplier A,2.0,2.15,0.041,0.136,0.473,0.249
S0444,Supplier B,9.64,2.46,0.084,0.04,0.53,0.287
S0445,Supplier C,4.78,3.76,0.023,0.031,0.919,0.094
S0446,Supplier D,12.68,2.78,0.071,0.14,0.914,0.237
S0447,Supplier E,11.47,1.65,0.091,0.077,0.971,0.191
S0448,Supplier F,6.24,4.77,0.083,0.042,0.446,0.279
S0449,Supplier G,7.94,3.32,0.056,0.117,0.722,0.232
S0450,Supplier H,5.76,1.59,0.086,0.23,0.789,0.247
S0451,Supplier I,9.75,2.56,0.144,0.187,0.826,0.282
S0452,Supplier J,13.82,3.11,0.039,0.208,0.786,0.301
S0453,Supplier K,6.06,4.7,0.102,0.221,0.862,0.231
S0454,Supplier L,12.02,1.89,0.016,0.244,0.616,0.339
S0455,Supplier M,7.88,3.98,0.019,0.196,0.508,0.312
S0456,Supplier N,6.83,4.4,0.087,0.16,0.523,0.31
S0457,Supplier O,9.57,2.37,0.025,0.104,0.407,0.325
S0458,Supplier P,5.86,2.72,0.013,0.062,0.61,0.205
S0459,Supplier Q,7.79,1.96,0.034,0.178,0.455,0.326
S0460,Supplier R,5.21,2.8,0.089,0.249,0.593,0.309
S0461,Supplier S,17.86,2.96,0.108,0.127,0.777,0.34
S0462,Supplier T,10.14,3.66,0.038,0.186,0.937,0.21
S0463,Supplier U,7.2,4.09,0.104,0.134,0.904,0.196
S0464,Supplier V,10.86,2.25,0.036,0.119,0.552,0.305
S0465,Supplier W,9.55,1.03,0.096,0.114,0.48,0.335
S0466,Supplier X,9.12,2.98,0.068,0.136,0.516,0.318
S0467,Supplier Y,12.46,3.29,0.102,0.104,0.983,0.212
S0468,Supplier Z,13.03,3.25,0.149,0.192,0.73,0.348
S0469,Supplier A,7.88,2.67,0.141,0.221,0.51,0.371
S0470,Supplier B,7.7,3.12,0.011,0.223,0.904,0.199
S0471,Supplier C,8.9,4.52,0.134,0.072,0.637,0.28
S0472,Supplier D,2.0,3.38,0.019,0.226,0.94,0.136
S0473,Supplier E,3.94,2.63,0.143,0.099,0.556,0.269
S0474,Supplier F,15.47,2.5,0.049,0.091,0.636,0.32
S0475,Supplier G,16.58,2.83,0.063,0.187,0.703,0.355
S0476,Supplier H,9.0,4.64,0.023,0.09,0.936,0.155
S0477,Supplier I,12.31,2.82,0.026,0.032,0.921,0.17
S0478,Supplier J,11.25,2.98,0.112,0.106,0.745,0.276
S0479,Supplier K,22.32,2.52,0.142,0.186,0.533,0.494
S0480,Supplier L,14.48,4.1,0.096,0.095,0.642,0.328
S0481,Supplier M,9.49,4.96,0.11,0.165,0.985,0.209
S0482,Supplier N,6.18,3.45,0.117,0.172,0.765,0.248
S0483,Supplier O,3.57,3.08,0.047,0.189,0.869,0.169
S0484,Supplier P,10.81,3.04,0.016,0.226,0.67,0.304
S0485,Supplier Q,6.97,0.62,0.01,0.119,0.719,0.206
S0486,Supplier R,4.31,3.75,0.059,0.058,0.657,0.193
S0487,Supplier S,7.41,3.13,0.044,0.093,0.822,0.182
S0488,Supplier T,5.67,3.43,0.019,0.119,0.911,0.139
S0489,Supplier U,16.75,2.29,0.035,0.184,0.704,0.344
S0490,Supplier V,13.53,2.62,0.027,0.023,0.689,0.249
S0491,Supplier W,9.97,2.59,0.138,0.093,0.604,0.311
S0492,Supplier X,15.92,4.02,0.03,0.199,0.506,0.399
S0493,Supplier Y,10.31,2.62,0.085,0.174,0.964,0.218
S0494,Supplier Z,6.55,5.08,0.093,0.188,0.59,0.301
S0495,Supplier A,16.09,3.43,0.086,0.207,0.88,0.314
S0496,Supplier B,12.16,1.72,0.024,0.2,0.829,0.262
S0497,Supplier C,5.85,2.87,0.055,0.177,0.875,0.189
S0498,Supplier D,9.24,2.35,0.017,0.121,0.962,0.159
S0499,Supplier E,6.5,0.81,0.065,0.246,0.774,0.257
S0500,Supplier F,4.47,4.6,0.036,0.151,0.939,0.138
S0501,Supplier G,13.7,3.7,0.089,0.067,0.501,0.349
S0502,Supplier H,17.64,3.53,0.107,0.087,0.776,0.321
S0503,Supplier I,4.41,3.17,0.084,0.18,0.863,0.191
S0504,Supplier J,12.25,1.62,0.071,0.233,0.563,0.375
S0505,Supplier K,7.4,2.52,0.064,0.061,0.844,0.171
S0506,Supplier L,8.05,3.84,0.128,0.039,0.867,0.187
S0507,Supplier M,7.63,1.95,0.041,0.223,0.899,0.212
S0508,Supplier N,6.54,0.5,0.113,0.231,0.588,0.326
S0509,Supplier O,10.19,2.77,0.116,0.084,0.809,0.239
S0510,Supplier P,6.68,2.86,0.069,0.107,0.583,0.262
S0511,Supplier Q,11.08,3.14,0.052,0.172,0.843,0.247
S0512,Supplier R,9.8,3.73,0.076,0.096,0.678,0.263
S0513,Supplier S,9.04,3.64,0.023,0.222,0.759,0.261
S0514,Supplier T,6.37,3.26,0.016,0.045,0.65,0.193
S0515,Supplier U,7.69,4.2,0.026,0.029,0.497,0.25
S0516,Supplier V,13.02,1.48,0.036,0.068,0.507,0.32
S0517,Supplier W,12.0,3.5,0.081,0.086,0.447,0.353
S0518,Supplier X,6.09,3.63,0.129,0.046,0.771,0.2
S0519,Supplier Y,10.4,1.76,0.043,0.035,0.909,0.162
S0520,Supplier Z,13.01,1.5,0.141,0.194,0.413,0.44
S0521,Supplier A,3.32,2.25,0.144,0.058,0.44,0.282
S0522,Supplier B,12.17,2.34,0.144,0.23,0.674,0.369
S0523,Supplier C,7.35,3.75,0.127,0.105,0.843,0.213
S0524,Supplier D,12.28,2.39,0.061,0.174,0.495,0.369
S0525,Supplier E,6.95,2.14,0.02,0.072,0.563,0.237
S0526,Supplier F,2.78,2.39,0.09,0.075,0.539,0.232
S0527,Supplier G,3.49,4.12,0.088,0.152,0.639,0.239
S0528,Supplier H,10.19,3.01,0.129,0.149,0.535,0.353
S0529,Supplier I,11.04,2.82,0.149,0.197,0.612,0.365
S0530,Supplier J,6.38,2.89,0.081,0.194,0.837,0.223
S0531,Supplier K,12.55,4.29,0.058,0.174,0.767,0.289
S0532,Supplier L,3.35,2.25,0.036,0.123,0.449,0.263
S0533,Supplier M,9.74,4.32,0.011,0.225,0.783,0.257
S0534,Supplier N,5.16,3.21,0.081,0.163,0.686,0.243
S0535,Supplier O,7.39,2.84,0.088,0.248,0.961,0.22
S0536,Supplier P,10.19,5.5,0.125,0.208,0.574,0.363
S0537,Supplier Q,6.56,1.94,0.081,0.03,0.836,0.159
S0538,Supplier R,8.46,2.65,0.138,0.094,0.839,0.226
S0539,Supplier S,14.03,1.77,0.098,0.152,0.533,0.38
S0540,Supplier T,7.69,3.95,0.128,0.186,0.942,0.22
S0541,Supplier U,13.34,4.69,0.031,0.147,0.695,0.296
S0542,Supplier V,5.48,4.67,0.13,0.201,0.807,0.245
S0543,Supplier W,12.12,4.22,0.105,0.085,0.488,0.351
S0544,Supplier X,15.77,2.8,0.034,0.062,0.555,0.33
S0545,Supplier Y,2.0,2.63,0.037,0.032,0.752,0.122
S0546,Supplier Z,6.81,1.33,0.14,0.152,0.591,0.307
S0547,Supplier A,12.31,5.04,0.015,0.178,0.7,0.29
S0548,Supplier B,9.19,3.47,0.075,0.095,0.624,0.272
S0549,Supplier C,11.48,2.51,0.054,0.161,0.784,0.266
S0550,Supplier D,7.58,4.33,0.103,0.032,0.692,0.222
S0551,Supplier E,10.35,2.03,0.128,0.043,0.403,0.351
S0552,Supplier F,9.38,3.41,0.06,0.181,0.79,0.254
S0553,Supplier G,14.67,2.83,0.07,0.105,0.653,0.32
S0554,Supplier H,11.02,3.64,0.147,0.174,0.605,0.357
S0555,Supplier I,11.35,2.94,0.12,0.211,0.456,0.409
S0556,Supplier J,8.35,1.55,0.136,0.216,0.532,0.365
S0557,Supplier K,8.05,3.08,0.071,0.06,0.534,0.273
S0558,Supplier L,8.27,4.05,0.043,0.132,0.961,0.164
S0559,Supplier M,11.58,2.97,0.068,0.189,0.66,0.321
S0560,Supplier N,8.32,3.78,0.11,0.198,0.425,0.379
S0561,Supplier O,11.16,1.95,0.025,0.2,0.483,0.357
S0562,Supplier P,18.3,2.97,0.048,0.072,0.447,0.397
S0563,Supplier Q,13.48,2.38,0.017,0.064,0.753,0.241
S0564,Supplier R,8.7,3.75,0.071,0.156,0.512,0.324
S0565,Supplier S,14.8,3.03,0.126,0.19,0.699,0.365
S0566,Supplier T,8.37,3.69,0.013,0.093,0.622,0.24
S0567,Supplier U,2.0,4.09,0.105,0.044,0.882,0.115
S0568,Supplier V,5.97,3.69,0.141,0.185,0.592,0.312
S0569,Supplier W,2.52,3.27,0.043,0.089,0.675,0.176
S0570,Supplier X,8.59,2.0,0.107,0.058,0.833,0.202
S0571,Supplier Y,10.07,3.0,0.147,0.054,0.66,0.283
S0572,Supplier Z,16.71,2.47,0.145,0.092,0.876,0.299
S0573,Supplier A,11.31,2.66,0.043,0.156,0.797,0.254
S0574,Supplier B,9.12,2.63,0.024,0.102,0.646,0.248
S0575,Supplier C,13.32,2.02,0.031,0.025,0.702,0.245
S0576,Supplier D,2.0,1.04,0.108,0.042,0.98,0.086
S0577,Supplier E,10.94,2.33,0.112,0.087,0.797,0.25
S0578,Supplier F,13.08,3.19,0.104,0.172,0.943,0.258
S0579,Supplier G,4.09,1.65,0.057,0.043,0.507,0.229
S0580,Supplier H,14.58,3.02,0.034,0.149,0.69,0.312
S0581,Supplier I,11.35,4.9,0.091,0.048,0.945,0.186
S0582,Supplier J,8.34,4.02,0.078,0.069,0.594,0.264
S0583,Supplier K,12.53,4.64,0.112,0.06,0.981,0.2
S0584,Supplier L,19.08,3.39,0.072,0.035,0.458,0.396
S0585,Supplier M,10.73,4.17,0.057,0.174,0.942,0.218
S0586,Supplier N,10.99,2.28,0.051,0.127,0.667,0.281
S0587,Supplier O,8.16,2.36,0.04,0.211,0.444,0.349
S0588,Supplier P,6.6,0.5,0.047,0.043,0.928,0.124
S0589,Supplier Q,13.32,4.19,0.023,0.053,0.551,0.298
S0590,Supplier R,6.58,4.54,0.059,0.09,0.413,0.301
S0591,Supplier S,10.29,2.45,0.015,0.196,0.481,0.343
S0592,Supplier T,8.09,2.75,0.036,0.09,0.795,0.193
S0593,Supplier U,11.92,2.25,0.115,0.114,0.987,0.215
S0594,Supplier V,11.33,3.38,0.056,0.089,0.467,0.331
S0595,Supplier W,14.15,4.12,0.104,0.038,0.677,0.295
S0596,Supplier X,7.96,1.26,0.11,0.236,0.508,0.366
S0597,Supplier Y,8.92,3.41,0.091,0.146,0.847,0.23
S0598,Supplier Z,6.08,2.72,0.144,0.201,0.471,0.358
S0599,Supplier A,8.22,3.11,0.013,0.171,0.544,0.293
S0600,Supplier B,11.51,3.46,0.113,0.138,0.518,0.36
S0601,Supplier C,13.03,2.81,0.144,0.041,0.732,0.285
S0602,Supplier D,6.31,2.9,0.131,0.168,0.924,0.205
S0603,Supplier E,13.48,2.79,0.034,0.056,0.707,0.258
S0604,Supplier F,15.42,3.97,0.056,0.115,0.435,0.392
S0605,Supplier G,11.65,3.42,0.034,0.165,0.738,0.275
S0606,Supplier H,17.51,3.22,0.094,0.2,0.879,0.329
S0607,Supplier I,6.9,1.73,0.11,0.178,0.479,0.34
S0608,Supplier J,5.02,2.62,0.054,0.174,0.444,0.309
S0609,Supplier K,2.89,3.9,0.086,0.054,0.513,0.231
S0610,Supplier L,15.98,3.04,0.107,0.1,0.848,0.288
S0611,Supplier M,12.62,3.66,0.069,0.03,0.755,0.239
S0612,Supplier N,9.78,4.77,0.13,0.185,0.724,0.306
S0613,Supplier O,11.12,4.04,0.118,0.239,0.55,0.389
S0614,Supplier P,5.5,3.09,0.019,0.081,0.599,0.215
S0615,Supplier Q,19.78,2.49,0.097,0.04,0.98,0.259
S0616,Supplier R,10.52,0.5,0.043,0.129,0.544,0.311
S0617,Supplier S,10.44,2.83,0.088,0.217,0.941,0.244
S0618,Supplier T,12.9,2.67,0.144,0.147,0.748,0.321
S0619,Supplier U,11.92,3.39,0.133,0.031,0.474,0.343
S0620,Supplier V,10.9,2.85,0.067,0.244,0.68,0.329
S0621,Supplier W,6.84,2.68,0.051,0.211,0.969,0.182
S0622,Supplier X,11.89,1.22,0.043,0.05,0.651,0.261
S0623,Supplier Y,17.53,2.06,0.085,0.232,0.918,0.326
S0624,Supplier Z,15.38,3.48,0.026,0.124,0.554,0.348
S0625,Supplier A,16.37,4.72,0.087,0.106,0.743,0.318
S0626,Supplier B,7.96,2.9,0.01,0.126,0.906,0.162
S0627,Supplier C,6.04,3.33,0.055,0.212,0.952,0.182
S0628,Supplier D,9.5,3.95,0.041,0.172,0.691,0.273
S0629,Supplier E,10.22,2.19,0.146,0.034,0.784,0.239
S0630,Supplier F,14.38,3.37,0.112,0.24,0.402,0.464
S0631,Supplier G,3.23,2.26,0.059,0.054,0.552,0.212
S0632,Supplier H,16.12,3.86,0.023,0.191,0.567,0.377
S0633,Supplier I,9.37,3.15,0.082,0.166,0.456,0.356
S0634,Supplier J,8.29,3.3,0.04,0.063,0.568,0.254
S0635,Supplier K,5.95,2.22,0.085,0.059,0.593,0.239
S0636,Supplier L,3.38,3.71,0.127,0.22,0.981,0.178
S0637,Supplier M,13.29,5.08,0.096,0.117,0.801,0.278
S0638,Supplier N,10.29,1.99,0.099,0.171,0.656,0.314
S0639,Supplier O,4.84,2.66,0.086,0.136,0.993,0.139
S0640,Supplier P,4.82,3.23,0.14,0.187,0.492,0.331
S0641,Supplier Q,8.66,3.79,0.14,0.13,0.686,0.289
S0642,Supplier R,16.68,2.44,0.082,0.086,0.788,0.297
S0643,Supplier S,8.96,0.5,0.053,0.104,0.433,0.322
S0644,Supplier T,3.99,4.36,0.074,0.218,0.83,0.208
S0645,Supplier U,9.02,3.76,0.036,0.128,0.46,0.318
S0646,Supplier V,8.91,1.26,0.099,0.069,0.484,0.311
S0647,Supplier W,2.0,2.39,0.08,0.235,0.496,0.297
S0648,Supplier X,9.78,4.57,0.024,0.203,0.957,0.202
S0649,Supplier Y,9.08,4.45,0.038,0.033,0.81,0.176
S0650,Supplier Z,12.78,3.94,0.077,0.25,0.793,0.321
S0651,Supplier A,17.4,2.82,0.134,0.18,0.733,0.38
S0652,Supplier B,14.51,3.08,0.089,0.057,0.576,0.331
S0653,Supplier C,8.92,2.87,0.105,0.075,0.773,0.229
S0654,Supplier D,5.57,4.13,0.057,0.179,0.646,0.257
S0655,Supplier E,20.29,2.12,0.09,0.199,0.487,0.472
S0656,Supplier F,10.24,2.19,0.073,0.075,0.814,0.217
S0657,Supplier G,10.06,4.01,0.102,0.079,0.478,0.33
S0658,Supplier H,9.9,2.96,0.017,0.091,0.514,0.288
S0659,Supplier I,10.79,4.38,0.079,0.158,0.891,0.235
S0660,Supplier J,9.42,2.33,0.051,0.06,0.796,0.2
S0661,Supplier K,7.71,2.95,0.056,0.044,0.779,0.183
S0662,Supplier L,7.81,2.08,0.145,0.176,0.651,0.311
S0663,Supplier M,9.87,3.01,0.036,0.199,0.638,0.301
S0664,Supplier N,7.83,1.52,0.054,0.135,0.814,0.21
S0665,Supplier O,7.15,2.51,0.081,0.104,0.844,0.192
S0666,Supplier P,10.43,1.56,0.131,0.119,0.706,0.292
S0667,Supplier Q,8.98,3.69,0.068,0.109,0.982,0.166
S0668,Supplier R,16.02,3.72,0.114,0.241,0.973,0.31
S0669,Supplier S,2.0,1.27,0.13,0.197,0.647,0.256
S0670,Supplier T,14.37,4.33,0.053,0.068,0.892,0.224
S0671,Supplier U,14.98,5.5,0.065,0.108,0.726,0.301
S0672,Supplier V,2.0,3.05,0.06,0.145,0.707,0.19
S0673,Supplier W,8.63,2.36,0.127,0.161,0.433,0.371
S0674,Supplier X,8.51,5.82,0.016,0.128,0.744,0.219
S0675,Supplier Y,4.37,1.68,0.053,0.206,0.94,0.165
S0676,Supplier Z,6.89,3.02,0.105,0.197,0.868,0.229
S0677,Supplier A,5.56,3.18,0.089,0.136,0.872,0.184
S0678,Supplier B,17.01,4.35,0.071,0.217,0.496,0.436
S0679,Supplier C,13.74,3.36,0.086,0.193,0.615,0.364
S0680,Supplier D,15.09,2.5,0.038,0.199,0.54,0.384
S0681,Supplier E,12.89,2.05,0.07,0.24,0.59,0.376
S0682,Supplier F,5.48,2.66,0.08,0.081,0.748,0.195
S0683,Supplier G,7.9,1.99,0.136,0.082,0.619,0.28
S0684,Supplier H,11.96,3.05,0.047,0.224,0.736,0.307
S0685,Supplier I,5.11,2.44,0.131,0.198,0.663,0.284
S0686,Supplier J,12.85,1.51,0.1,0.233,0.572,0.39
S0687,Supplier K,9.04,4.26,0.013,0.035,0.457,0.272
S0688,Supplier L,8.5,2.5,0.111,0.164,0.935,0.215
S0689,Supplier M,12.84,1.73,0.015,0.053,0.407,0.334
S0690,Supplier N,11.78,2.83,0.15,0.136,0.401,0.412
S0691,Supplier O,8.56,3.07,0.132,0.056,0.896,0.192
S0692,Supplier P,14.64,1.25,0.052,0.049,0.998,0.187
S0693,Supplier Q,5.68,3.33,0.046,0.023,0.836,0.133
S0694,Supplier R,12.46,1.95,0.063,0.165,0.409,0.393
S0695,Supplier S,12.37,4.71,0.06,0.103,0.536,0.328
S0696,Supplier T,8.76,3.52,0.062,0.044,0.983,0.135
S0697,Supplier U,11.3,2.6,0.055,0.094,0.885,0.207
S0698,Supplier V,5.0,2.25,0.097,0.059,0.74,0.19
S0699,Supplier W,13.7,2.9,0.033,0.237,0.542,0.382
S0700,Supplier X,9.26,3.61,0.128,0.094,0.409,0.359
S0701,Supplier Y,7.91,2.97,0.124,0.097,0.413,0.344
S0702,Supplier Z,14.2,2.78,0.077,0.213,0.767,0.328
S0703,Supplier A,7.18,3.06,0.129,0.169,0.413,0.367
S0704,Supplier B,4.37,2.4,0.045,0.183,0.996,0.136
S0705,Supplier C,3.77,2.66,0.012,0.166,0.51,0.256
S0706,Supplier D,12.42,0.91,0.097,0.238,0.826,0.31
S0707,Supplier E,4.88,3.97,0.074,0.068,0.493,0.258
S0708,Supplier F,17.02,3.3,0.089,0.247,0.724,0.388
S0709,Supplier G,2.0,2.23,0.136,0.211,0.448,0.324
S0710,Supplier H,16.79,4.9,0.146,0.155,0.86,0.33
S0711,Supplier I,10.84,3.09,0.099,0.172,0.751,0.292
S0712,Supplier J,9.61,1.96,0.117,0.169,0.452,0.375
S0713,Supplier K,7.82,3.86,0.022,0.033,0.909,0.128
S0714,Supplier L,11.6,3.4,0.033,0.07,0.728,0.239
S0715,Supplier M,9.85,3.39,0.113,0.241,0.953,0.254
S0716,Supplier N,14.41,2.57,0.07,0.143,0.95,0.244
S0717,Supplier O,10.46,3.45,0.072,0.107,0.952,0.191
S0718,Supplier P,10.6,2.74,0.053,0.195,0.447,0.371
S0719,Supplier Q,8.55,3.56,0.095,0.141,0.473,0.338
S0720,Supplier R,9.77,1.1,0.036,0.023,0.993,0.124
S0721,Supplier S,11.23,2.57,0.098,0.189,0.693,0.319
S0722,Supplier T,3.16,4.72,0.034,0.188,0.543,0.258
S0723,Supplier U,4.61,2.23,0.019,0.058,0.862,0.118
S0724,Supplier V,12.97,2.4,0.056,0.24,0.559,0.381
S0725,Supplier W,10.68,2.55,0.042,0.071,0.836,0.201
S0726,Supplier X,9.26,1.79,0.134,0.125,0.902,0.226
S0727,Supplier Y,10.07,0.79,0.018,0.046,0.871,0.165
S0728,Supplier Z,11.39,2.77,0.035,0.159,0.564,0.322
S0729,Supplier A,7.84,3.14,0.087,0.106,0.641,0.263
S0730,Supplier B,6.89,2.95,0.077,0.101,0.648,0.246
S0731,Supplier C,10.78,2.86,0.016,0.21,0.695,0.29
S0732,Supplier D,6.09,3.04,0.011,0.022,0.5,0.224
S0733,Supplier E,11.63,4.02,0.148,0.204,0.671,0.356
S0734,Supplier F,3.19,2.81,0.102,0.151,0.706,0.221
S0735,Supplier G,14.12,2.43,0.061,0.247,0.719,0.349
S0736,Supplier H,11.89,2.72,0.076,0.156,0.892,0.244
S0737,Supplier I,11.02,3.58,0.047,0.033,0.71,0.229
S0738,Supplier J,13.93,4.41,0.058,0.032,0.538,0.314
S0739,Supplier K,16.66,2.37,0.101,0.223,0.798,0.357
S0740,Supplier L,14.06,3.1,0.134,0.213,0.878,0.316
S0741,Supplier M,2.64,3.34,0.036,0.1,0.592,0.203
S0742,Supplier N,4.88,2.01,0.128,0.162,0.787,0.229
S0743,Supplier O,7.5,3.02,0.027,0.133,0.488,0.292
S0744,Supplier P,10.1,1.53,0.04,0.242,0.605,0.333
S0745,Supplier Q,12.07,1.23,0.015,0.238,0.946,0.239
S0746,Supplier R,7.1,3.37,0.03,0.246,0.947,0.197
S0747,Supplier S,10.75,2.62,0.138,0.219,0.745,0.327
S0748,Supplier T,6.98,3.2,0.074,0.229,0.821,0.245
S0749,Supplier U,7.55,2.98,0.021,0.07,0.912,0.138
S0750,Supplier V,4.37,2.02,0.144,0.211,0.975,0.193
S0751,Supplier W,6.31,2.95,0.133,0.183,0.694,0.281
S0752,Supplier X,4.59,1.77,0.116,0.241,0.737,0.268
S0753,Supplier Y,6.1,4.39,0.141,0.151,0.649,0.283
S0754,Supplier Z,14.21,1.64,0.041,0.04,0.443,0.341
S0755,Supplier A,6.2,2.8,0.127,0.157,0.654,0.28
S0756,Supplier B,20.53,1.96,0.107,0.178,0.874,0.357
S0757,Supplier C,11.97,3.57,0.132,0.071,0.883,0.236
S0758,Supplier D,10.74,2.67,0.122,0.111,0.935,0.22
S0759,Supplier E,6.57,2.48,0.059,0.158,0.431,0.323
S0760,Supplier F,12.8,3.85,0.118,0.106,0.716,0.303
S0761,Supplier G,7.7,3.03,0.047,0.106,0.464,0.299
S0762,Supplier H,10.49,3.52,0.056,0.051,0.52,0.291
S0763,Supplier I,20.24,2.02,0.025,0.236,0.94,0.325
S0764,Supplier J,9.62,1.6,0.141,0.193,0.698,0.32
S0765,Supplier K,14.6,3.11,0.051,0.02,0.855,0.218
S0766,Supplier L,7.19,2.68,0.083,0.196,0.439,0.352
S0767,Supplier M,9.86,3.63,0.065,0.19,0.65,0.306
S0768,Supplier N,17.08,2.92,0.144,0.022,0.805,0.296
S0769,Supplier O,7.49,3.21,0.057,0.105,0.48,0.296
S0770,Supplier P,17.25,1.38,0.119,0.16,0.595,0.405
S0771,Supplier Q,12.83,4.89,0.13,0.124,0.439,0.398
S0772,Supplier R,7.75,2.84,0.071,0.199,0.791,0.248
S0773,Supplier S,12.53,3.7,0.063,0.118,0.983,0.203
S0774,Supplier T,13.89,2.16,0.115,0.055,0.896,0.238
S0775,Supplier U,12.49,3.31,0.138,0.245,0.985,0.282
S0776,Supplier V,3.72,1.7,0.116,0.076,0.907,0.142
S0777,Supplier W,7.09,3.45,0.042,0.185,0.913,0.188
S0778,Supplier X,9.01,2.64,0.134,0.053,0.746,0.241
S0779,Supplier Y,9.7,3.03,0.064,0.096,0.711,0.248
S0780,Supplier Z,12.48,3.7,0.091,0.122,0.644,0.317
S0781,Supplier A,10.71,1.77,0.126,0.064,0.891,0.216
S0782,Supplier B,4.66,2.32,0.036,0.123,0.509,0.258
S0783,Supplier C,11.52,3.46,0.12,0.056,0.434,0.355
S0784,Supplier D,12.44,5.1,0.093,0.149,0.969,0.231
S0785,Supplier E,12.24,2.86,0.135,0.173,0.402,0.425
S0786,Supplier F,14.32,3.59,0.034,0.034,0.986,0.175
S0787,Supplier G,13.34,2.89,0.069,0.22,0.837,0.298
S0788,Supplier H,11.84,4.94,0.127,0.063,0.597,0.315
S0789,Supplier I,9.72,1.25,0.013,0.072,0.819,0.185
S0790,Supplier J,3.36,3.09,0.026,0.172,0.891,0.145
S0791,Supplier K,11.72,1.37,0.149,0.128,0.547,0.364
S0792,Supplier L,10.83,0.5,0.049,0.135,0.863,0.223
S0793,Supplier M,11.09,3.3,0.147,0.049,0.883,0.224
S0794,Supplier N,4.89,3.14,0.036,0.205,0.55,0.28
S0795,Supplier O,5.68,2.72,0.061,0.162,0.425,0.318
S0796,Supplier P,14.21,2.89,0.115,0.051,0.522,0.352
S0797,Supplier Q,9.84,6.1,0.102,0.106,0.52,0.326
S0798,Supplier R,12.73,2.74,0.091,0.206,0.439,0.415
S0799,Supplier S,10.11,3.51,0.084,0.151,0.836,0.244
S0800,Supplier T,10.12,2.35,0.128,0.045,0.628,0.282
S0801,Supplier U,13.75,3.3,0.043,0.106,0.931,0.218
S0802,Supplier V,7.94,2.76,0.072,0.076,0.551,0.273
S0803,Supplier W,10.38,2.59,0.032,0.139,0.672,0.271
S0804,Supplier X,8.15,4.82,0.093,0.214,0.783,0.269
S0805,Supplier Y,8.26,4.18,0.045,0.12,0.926,0.171
S0806,Supplier Z,8.76,3.14,0.057,0.12,0.715,0.244
S0807,Supplier A,10.89,0.7,0.076,0.228,0.624,0.343
S0808,Supplier B,8.09,2.64,0.014,0.153,0.92,0.171
S0809,Supplier C,15.02,5.7,0.023,0.15,0.586,0.344
S0810,Supplier D,6.42,2.77,0.106,0.08,0.448,0.304
S0811,Supplier E,9.25,4.1,0.07,0.16,0.667,0.284
S0812,Supplier F,8.24,4.44,0.131,0.152,0.871,0.235
S0813,Supplier G,15.79,3.22,0.107,0.111,0.418,0.42
S0814,Supplier H,10.79,2.16,0.011,0.248,0.752,0.286
S0815,Supplier I,14.13,0.56,0.096,0.223,0.757,0.342
